"id";"word";"answer"
"1";"Title: Morning At The Language Class";"Mañana En La Clase De Idiomas"
"2";"I use simple words to start the warm‑up.";" ""Uso palabras sencillas para empezar el calentamiento."""
"3";"You are going to utilize your notes today. [sing, inf]";" ""Vas a utilizar tus notas hoy."""
"4";"We leave the door open for fresh air.";" ""Abandonamos la puerta abierta para que entre aire."""
"5";"They open their books to the first page.";" ""Abren sus libros en la primera página."""
"6";"I end the review with a short question.";" ""Acabo la revisión con una pregunta corta."""
"7";"You bring over your chair to join us. [sing, formal]";" ""Acerca su silla para unirse a nosotros."""
"8";"We accompany the new student to her seat.";" ""Acompañamos a la estudiante nueva a su lugar."""
"9";"They act out a short dialogue.";" ""Actúan un diálogo corto."""
"10";"I am going to go to the board to write.";" ""Voy a acudir al pizarrón para escribir."""
"11";"You reach the correct answer quickly. [pl]";" ""Alcanzan la respuesta correcta rápido."""
"12";"We analyze the sentence together.";" ""Analizamos la oración juntos."""
"13";"They announce the next activity.";" ""Anuncian la siguiente actividad."""
"14";"You apply the rule correctly. [sing, inf]";" ""Aplicas la regla correctamente."""
"15";"We provide examples for everyone.";" ""Aportamos ejemplos para todos."""
"16";"They support each other during practice.";" ""Apoyan a sus compañeros durante la práctica."""
"17";"You are going to take advantage of the break. [sing, formal]";" ""Va a aprovechar el descanso."""
"18";"I point out the verb in the sentence.";" ""Apunto el verbo en la oración."""
"19";"We secure the papers with a clip.";" ""Aseguramos las hojas con un clip."""
"20";"They attend every class with enthusiasm.";" ""Asisten a cada clase con entusiasmo."""
"21";"You link the new word to an image. [pl]";" ""Asocian la palabra nueva con una imagen."""
"22";"I assume the group is ready to continue.";" ""Asumo que el grupo está listo para continuar."""
"23";"We add another example to the list.";" ""Añadimos otro ejemplo a la lista."""
"24";"They sing a short rhyme to remember it.";" ""Cantan una rima corta para recordarlo."""
"25";"You are going to share your answer next. [sing, inf]";" ""Vas a compartir tu respuesta enseguida."""
"26";"We declare the activity finished.";" ""Declaramos terminada la actividad."""
"27";"They highlight the most important rule.";" ""Destacan la regla más importante."""
"28";"I insist on practicing one more time.";" ""Insisto en practicar una vez más."""
