word;answer
I am sad for your departure.;Estoy triste por tu partida.
It's my first time on a plane.;Es mi primera vez en un avión.
Leonardo is ill.;Leonardo está enfermo.
You are the exception to the rule.;Tú eres la excepción a la regla.
I feel a lot of pleasure when I eat chocolate.;Siento mucho placer cuando como chocolate.
I’m having many mood swings since I’m pregnant.;Tengo muchos cambios de humor desde que estoy embarazada.
My brain is exhausted after eight hours of classes.;Mi cerebro está agotado después de ocho horas de clases.
The coffee is very hot.;El café está muy caliente.
Tourists must realize that this beach is not a dump.;Los turistas deben darse cuenta de que esta playa no es un basurero.
The philosopher shares his knowledge with the students.;El filósofo comparte sus conocimientos con los alumnos.
We do not discriminate against applicants because of their religion.;No discriminamos a los candidatos por su religión.
I feel the desire of eating something spicy.;Tengo ganas de comer algo picante.
Carlos is not good at accepting criticism.;Carlos no es bueno aceptando críticas.
Watch out! The pool is very deep!;¡Cuidado! La piscina es muy profunda!
There are demonstrations every day.;Hay manifestaciones todos los días.
What dose did the doctor prescribe?;¿Qué dosis te indicó el médico?
Is there someone in the bathroom?;¿Hay alguien en el baño?
These are the highest mountains on the continent.;Estas son las montañas más altas del continente.
The release of the hostages was a success.;La liberación de los rehenes fue un éxito.
Look at that shooting star!;¡Mira esa estrella fugaz!
The duration of the play is two hours.;La obra de teatro tiene una duración de dos horas.
I have a dog and two cats.;Tengo un perro y dos gatos.
The supermarket is going to increase the prices.;El supermercado va a aumentar los precios.
You must follow the officer's orders.;Debes seguir las órdenes del oficial.
The red truck belongs to my boyfriend.;La camioneta roja es de mi novio.
My responsibilities do not allow me to take time off.;Mis responsabilidades no me permiten tomarme vacaciones.
Lucía has little patience.;Lucía tiene poca paciencia.
Julia receives a surprise from her friends.;Julia recibe una sorpresa de sus amigas.
Daniel is a very curious boy.;Daniel es un muchacho muy curioso.
How considerate are you!;¡Qué considerado eres!
My cousins live in Lima, the capital of Peru.;Mis primas viven en Lima, la capital de Perú.
The board members consider that it is necessary to cut the budget.;Los directivos consideran que es necesario recortar el presupuesto.
The stadium is full.;El estadio está lleno.
The actors in the film are very famous.;Los actores de la película son muy famosos.
Is it convenient for me to apply for a loan now?;¿Me conviene pedir un préstamo ahora?
Can I borrow your black gloves?;¿Me prestas tus guantes negros?
Humanity is not lost.;La humanidad no está perdida.
Homework is individual, we cannot do it together.;La tarea es individual, no podemos hacerla juntos.
I'm going home.;Estoy yendo a mi hogar.
The events forced us to cancel the show.;Los acontecimientos nos obligaron a cancelar el espectáculo.
Wait a minute!;¡Espera un minuto!
The baby looks at the screen.;El bebé mira la pantalla.
I'm from the US, where are you from?;Yo soy estadounidense, ¿tú de dónde eres?
The last piece of the puzzle is missing.;Falta la última pieza del rompecabezas.
He was a firm and severe king.;Era un rey firme y severo.
The province has limited autonomy.;La provincia tiene autonomía limitada.
The essential is invisible to the eyes.;Lo esencial es invisible a los ojos.
The lobster is alive at the time of cooking.;La langosta está viva al momento de cocinarla.
I am anxiously awaiting the birth of my daughter.;Estoy esperando con ansiedad el nacimiento de mi hija.
There's dust on the shelves.;Hay polvo sobre los estantes.
Are your taxes in order?;¿Tus impuestos están en orden?
Accepting this job implies a full time commitment.;Aceptar este trabajo implica un compromiso de tiempo completo.
The mechanic uses his tools to repair the car.;El mecánico utiliza sus herramientas para reparar el coche.
The river is totally polluted.;El río está contaminado en su totalidad.
I am an Argentinian but I also have the Italian passport.;Soy argentina pero también tengo el pasaporte italiano.
You must improve your posture.;Debes mejorar tu postura.
I have several clients in England.;Tengo varios clientes en Inglaterra.
Turn on the lights please.;Enciende las luces, por favor.
My father is a liberal and my mother is a conservative.;Mi padre es liberal y mi madre es conservadora.
The engine has an internal problem.;El motor tiene un problema interno.
Exactly one hundred years ago the Dry Law began in the United States.;Hace exactamente cien años comenzó la Ley Seca en Estados Unidos.
My classmate is annoying.;Mi compañero de clase es un pesado.
Do you want me to read you a story?;¿Quieres que te lea un cuento?
You must do your house chores.;Debes cumplir con tus tareas hogareñas.
