word;answer
alternatives;alternativas
noon;mediodía
external [F];externa
gallery;galería
pictures / photographs;fotografías
they speak;hablan
legal [pl];legales
he/she/it develops;desarrolla
we had;habíamos
jump;salto
dogs;perros
squares;plazas
responsibilities;responsabilidades
attacks;ataques
positive [F];positiva
relaxed / calm [M];tranquilo
he/she/it touches;toca
customs;costumbres
adults;adultos
apparently;aparentemente
accused [M];acusado
including;incluyendo
hate;odio
contacts;contactos
bomb;bomba
reactions;reacciones
to be back;estar de vuelta
we were;estábamos
disappearance;desaparición
corner;rincón
grey;gris
we do;hacemos
exchange;intercambio
credits;créditos
characteristic [F];característica
wounded / injured;heridos
they should;deberían
he/she/it directed;dirigió
to feel;sentirse
flour;harina
dynamic [F];dinámica
to guarantee;garantizar
card;tarjeta
consensus;consenso
financial [M, pl];financieros
calls;llamados
therefore;por consiguiente
secrets;secretos
they had to;debían
willing to [M, pl];dispuestos
thought;pensado
it arises;surge
he/she/it existed;existía
spectator / viewer;espectador
precise / accurate [F];precisa
jury;jurado
agencies;agencias
convinced;convencido
ear;oreja
German [F];alemana
children / kids [M, pl];chicos
eighty;ochenta
bottle;botella
feminine [F];femenina
test / exam;examen
environmental;ambiental
they happened / spent;pasaron
I/he/she/it counted / told [impf];contaba
neighbourhoods;barrios
they took / brought;llevaron
guests / invited [M, pl];invitados
trainer / coach;entrenador
laugh;risa
circumstance;circunstancia
tendencies / trends;tendencias
stages;etapas
rock / stone;roca
comparison;comparación
he/she/it provokes / causes;provoca
they saw / watched;vieron
prevention;prevención
lady;dama
liquid / fluid [M];líquido
they will be;estarán
to decide;decidir
calm;calmado
sufficiently / enough;suficientemente
comment;comentario
guarantee;garantía
main characters / protagonists;protagonistas
early;temprano
artistic [F];artística
workers;obreros
fifth [M];quinto
essential;imprescindible
portrait;retrato
zero;cero
disappeared / gone / missing [M];desaparecido
temperatures;temperaturas
dance;baile
curious [M];curioso
