"id";"word";"answer"
"1";"An explorer named Marco stays in small villages.";"Un explorador llamado Marco se queda en pueblos."
"2";"He remembers every person he ever meets.";"Él recuerda a cada persona que conoce."
"3";"Does Marco return home from his long journeys?";"¿Marco regresa a casa de sus viajes largos?"
"4";"Yes, he returns once a year to visit family.";"Sí, regresa una vez al año para visitar familia."
"5";"He revisits his childhood village every summer.";"Él revisita su pueblo de la infancia cada verano."
"6";"Does Marco finish his adventures easily?";"¿Marco termina sus aventuras fácilmente?"
"7";"No, he never finishes exploring the world.";"No, nunca termina de explorar el mundo."
"8";"He plays traditional music in every place.";"Toca música tradicional en cada lugar."
"9";"Marco takes notes about every single conversation.";"Marco toma notas sobre cada conversación."
"10";"He works as a travel writer and photographer.";"Trabaja como escritor de viajes y fotógrafo."
"11";"What equipment does Marco use for his travels?";"¿Qué equipo usa Marco para sus viajes?"
"12";"He uses only the most essential items daily.";"Usa solo los artículos más esenciales diariamente."
"13";"I stay in different countries throughout the year.";"Me quedo en diferentes países todo el año."
"14";"You remember faces and names perfectly always.";"Tú recuerdas caras y nombres perfectamente siempre."
"15";"She returns with stories of extraordinary adventures.";"Ella regresa con historias de aventuras extraordinarias."
"16";"We revisit special places from our childhood.";"Revisitamos lugares especiales de nuestra infancia."
"17";"They finish their journey with new friendships.";"Terminan su viaje con nuevas amistades."
"18";"I play guitar in markets across the world.";"Toco guitarra en mercados por todo el mundo."
"19";"Does he take photographs of every sunrise?";"¿Él toma fotografías de cada amanecer?"
"20";"Yes, he works tirelessly to capture beauty.";"Sí, trabaja incansablemente para capturar belleza."
"21";"We use maps to navigate unfamiliar territory.";"Usamos mapas para navegar territorio desconocido."
"22";"Marco travels to learn about different cultures.";"Marco viaja para aprender sobre culturas diferentes."
"23";"What places does he visit most frequently?";"¿Qué lugares visita más frecuentemente?"
"24";"He visits mountains, deserts, and coastal towns.";"Visita montañas, desiertos y pueblos costeros."
"25";"I stay engaged with every person I meet.";"Me quedo comprometido con cada persona que conozco."
"26";"You remember kindness shown to you forever.";"Recuerdas la amabilidad mostrada para siempre."
"27";"She returns home transformed by her experiences.";"Ella regresa a casa transformada por sus experiencias."
"28";"We revisit photographs to relive our adventures.";"Revisitamos fotografías para revivir nuestras aventuras."
"29";"They finish stronger than when they began.";"Terminan más fuertes de cuando comenzaron."
"30";"Marco's legacy travels beyond all earthly boundaries.";"El legado de Marco viaja más allá de límites."
