"id";"word";"answer"
"1";"Title: A Long Afternoon At The Bus Station";"Una Larga Tarde En La Central De Camiones"
"2";"I feel tired after walking all morning.";"Me siento cansado después de caminar toda la mañana."
"3";"The food stand makes me hungry instantly.";"El puesto de comida me hace sentir hambriento al instante."
"4";"A cold drink leaves me less thirsty now.";"Una bebida fría me deja menos sediento ahora."
"5";"A happy vendor greets everyone with energy.";"Un vendedor feliz saluda a todos con energía."
"6";"A sad traveler waits quietly near the wall.";"Un viajero triste espera en silencio junto a la pared."
"7";"An angry man argues about his ticket.";"Un hombre enojado discute sobre su boleto."
"8";"A worried woman checks the schedule twice.";"Una mujer preocupada revisa el horario dos veces."
"9";"We are going to ask about delayed buses.";"Vamos a preguntar por los camiones retrasados."
"10";"A scared kid hides behind a large suitcase.";"Un niño asustado se esconde detrás de una maleta grande."
"11";"The calm guard walks slowly through the hall.";"El guardia tranquilo camina despacio por el pasillo."
"12";"A nervous student practices lines for class.";"Un estudiante nervioso practica líneas para su clase."
"13";"I am going to finish my small errands.";"Voy a terminar mis mandados pequeños."
"14";"The busy clerk stamps papers without stopping.";"El encargado ocupado sella papeles sin parar."
"15";"The free seats fill quickly with travelers.";"Los asientos libres se llenan rápido de viajeros."
"16";"A few available lockers stand near the exit.";"Unos casilleros disponibles están cerca de la salida."
"17";"We are going to choose the safest route.";"Vamos a elegir la ruta más segura."
"18";"The dangerous road closes after heavy rain.";"El camino peligroso cierra después de la lluvia fuerte."
"19";"A rich tourist buys snacks for everyone.";"Un turista rico compra botanas para todos."
"20";"A poor musician plays soft tunes nearby.";"Un músico pobre toca melodías suaves cerca."
"21";"I am going to catch the fast evening bus.";"Voy a tomar el camión rápido de la tarde."
