word;answer
What are your functions in your new position?;¿Cuáles son tus funciones en tu nuevo puesto?
I know the local laws.;Conozco las leyes locales.
I do not have internet access.;No tengo acceso a internet.
We must solve a technical problem.;Hay que solucionar un problema técnico.
My vision is not very good.;Mi visión no es muy buena.
He has a serious illness.;Tiene una enfermedad grave.
Is it Monday today?;¿Hoy es lunes?
Gloria is a member of the board of directors.;Gloria es miembro de la junta de directores.
There are many places that I want to see in this country.;Hay muchos lugares que quiero ver en este país.
See you in the summer!;¡Nos vemos en el verano!
What chapter are you on?;¿Por qué capítulo vas?
Western thinking is changing.;El pensamiento occidental está cambiando.
I travel with frequency.;Viajo con frecuencia.
Diego is in charge of the hotel management.;Diego está a cargo de la gestión del hotel.
I love this place.;Amo este sitio.
Classes begin in August.;Las clases comienzan en agosto.
You can't take that, it's my property.;No puedes tomar eso, es de mi propiedad.
They are professional cooks.;Ellos son cocineros profesionales.
Where do you want to spend the last hours of our trip?;¿Dónde quieres pasar las últimas horas de nuestro viaje?
Pedrito doesn't like tomato.;A Pedrito no le gusta el tomate.
Which are your career goals?;¿Cuáles son tus objetivos profesionales?
There are many social movements that support this law.;Hay muchos movimientos sociales que apoyan esta ley.
The mayor is very dear to everyone.;El alcalde es muy querido por todos.
The executive branch does not make the law.;El poder ejecutivo no hace la ley.
European citizens can freely travel through the European Union.;Los ciudadanos europeos pueden viajar libremente por la Unión Europea.
You must think about the needs of those who have less.;Debes pensar en las necesidades de los que menos tienen.
We are organizing a photography exhibition.;Estamos organizando una exposición de fotografía.
That's a new word, I don't know it.;Ese es un término nuevo, no lo conozco.
My flight leaves in twenty hours.;Mi vuelo parte en veinte horas.
Which one of these is your car?;¿Cuál de estos es tu automóvil?
I have a clear idea of what I want to do.;Tengo una idea clara de lo que quiero hacer.
The mountain has a height of fifteen hundred meters.;La montaña tiene una altura de mil quinientos metros.
The puppies are very little.;Los cachorros son muy pequeños.
The atmospheric pressure is very low.;La presión atmosférica es muy baja.
It is a moral dilemma.;Es un dilema moral.
We are going to achieve it!;¡Lo vamos a lograr!
I am part of the organizing committee.;Soy parte del comité de organización.
Can I use your phone?;¿Puedo usar su teléfono?
There are urgent matters on which we must work.;Hay asuntos urgentes sobre los que debemos trabajar.
Are we in danger?;¿Estamos en peligro?
This is my favorite scene.;Esta es mi escena preferida.
My favorite ice cream flavor is chocolate.;Mi gusto de helado preferido es el chocolate.
We are going to visit an abandoned palace.;Vamos a visitar un palacio abandonado.
There are direct flights to the island every half hour.;Hay vuelos directos a la isla cada media hora.
The civil guard is investigating the issue.;La guardia civil está investigando el asunto.
I have absolute confidence in my friends.;Tengo confianza absoluta en mis amigos.
We must wait for the taxi at the door.;Debemos esperar el taxi en la puerta.
Do you want a coffee with milk?;¿Quieres un café con leche?
I like realistic characters.;
