word,answer
of / from,de
"a [F, sing]",una
"a [M, sing]",un
a part of / some of the,parte
about / above / on top of,sobre
according to,según
after,después
all / everyone,todos
all / everything,todo
also / too / as well,también
always,siempre
and,y
and (before i),e
another / other / another one [F],otra
because,porque
been,sido
before,antes
between / among,entre
big (before noun),gran
but,pero
country,país
day,día
during,durante
each,cada
even though / even if,aunque
for / because of,por
for / to,para
from,desde
government,gobierno
has [aux],ha
he,él
he can / she can / it can,puede
he has / she has / it has,tiene
he was / she was / it was,era
him / her,le
his / her / their [pl obj],sus
his / her / their [sing obj],su
how,cómo
I,yo
if,si
in / on / at,en
is,es
is,está
it’s been / ago,hace
less,menos
life,vida
like this / like that / this way,así
me,me
more / plus,más
my,mi
no / not,no
nor,ni
now,ahora
now / already / yet,ya
of the / from the,del
one,uno
only / alone / just,solo
or,o
other / another / another one [M],otro
others / other [pl],otros
said,dijo
same [M],mismo
she,ella
so,tan
so much,tanto
state / status,estado
that [F],esa
that [M],ese
that [neutral],eso
"that, which",que
"the [F, pl]",las
"the [F, sing]",la
"the [M or mixed group, pl]",los
"the [M, sing]",el
the [neutral],lo
there is / there are,hay
there was / there were,había
they are,son
they have [aux],han
this [F],esta
this [M],este
three,tres
time,vez
time / weather,tiempo
to,a
to be,ser
to the,al
two,dos
until,hasta
us,nos
very,muy
was,fue
well / good,bien
what,qué
when,cuándo
where,dónde
with,con
without,sin
world,mundo
year,año
years,años
yes,sí
you,te
