word;answer
closed [M];cerrado
uncovered / discovered [M];descubierto
urban;urbano
sports / sporting;deportivo
seeing / watching;viendo
organ;órgano
associations / organizations;asociaciones
installation;instalación
shoulders;hombros
introduction;introducción
demonstrated / shown;demostrado
determined / certain [M, pl];determinados
to show;mostrar
atmosphere;atmósfera
frontiers / borders;fronteras
brown / tanned;moreno
known;sabido
I say / he/she/it says [subj] / you say [imp];diga
to sell;vender
I/he/she/it left / let [impf];dejaba
scandal / controversy;polémica
vacations;vacaciones
lives;vidas
mid-;mediados
to go up / to climb / to ride;subir
to start / to begin;iniciar
drug;droga
to assure;asegurar
enthusiasm;entusiasmo
prestige;prestigio
central;centrales
buildings;edificios
he/she/it answered / replied;contestó
he/she/it misses;extraña
signs;signos
to allow;permitir
sensibility / sensitivity;sensibilidad
logical [M];lógico
ended / finished [M];terminado
bar;bar
they started / began;comenzaron
citizen;ciudadano
performances;actuaciones
particularly;particularmente
specialists;especialistas
songs;canciones
punches / blows;golpes
it belongs;pertenece
legislation;legislación
delegation;delegación
last night;anoche
dignity;dignidad
united / close [F, pl];unidas
quoted / cited;citado
convenient;conveniente
businessman;empresario
they call;llaman
prisoners;presos
expansion;expansión
radical;radical
he/she/it warned;advirtió
taking;tomando
to start / to begin;comenzar
according / pursuant to;conforme
arrested [M, pl];detenidos
wishes / desires;deseos
impulse / urge;impulso
he/she/it provides;dispone
needed / necessary [F, pl];necesarias
corner;esquina
producers;productores
to put oneself / to wear;ponerse
he/she/it stands out / highlights;destaca
he/she/it maintained;mantuvo
tail;cola
he/she/it had [subj];tuviera
immediate [F];inmediata
Mexican [M, pl];mexicanos
associates / partners;socios
low / short [F, pl];bajas
reports;informes
bosses;jefes
argument;argumento
culture / crop;cultivo
I/he/she/it lived [impf];vivía
opinions;opiniones
clock / watch;reloj
there have been;habido
risks;riesgos
goal;meta
laboratory / lab;laboratorio
communications;comunicaciones
fifty-fifty / half;a medias
scholar;escolar
dance;danza
terrible;terrible
notes / grades;notas
entire / whole [M];entero
soft;suave
active [F];activa
