"id";"word";"answer"
"1";"lawyer [M]";"abogado"
"2";"to open";"abrir"
"3";"agreements";"acuerdos"
"4";"artist";"artista"
"5";"artists";"artistas"
"6";"he/she/it assures / claims";"asegura"
"7";"band";"banda"
"8";"basis / foundations";"bases"
"9";"goods";"bienes"
"10";"box / register";"caja"
"11";"channel";"canal"
"12";"captain";"capitán"
"13";"load / burden";"carga"
"14";"letters";"cartas"
"15";"fall";"caída"
"16";"a hundred";"cien"
"17";"fifty";"cincuenta"
"18";"collaboration";"colaboración"
"19";"beginning / start";"comienzo"
"20";"to consider";"considerar"
"21";"constant";"constante"
"22";"criteria";"criterios"
"23";"forty";"cuarenta"
"24";"neck";"cuello"
"25";"guilty";"culpable"
"26";"whose";"cuyos"
"27";"decided [M]";"decidido"
"28";"design";"diseño"
"29";"documents";"documentos"
"30";"he/she/it found [imperfect]";"encontraba"
"31";"he/she/it found";"encontró"
"32";"he/she/it enters";"entra"
"33";"delivery";"entrega"
"34";"spaces";"espacios"
"35";"show";"espectáculo"
"36";"foreigners";"extranjeros"
"37";"extreme [M]";"extremo"
"38";"figures";"figuras"
"39";"philosophy";"filosofía"
"40";"signature / company";"firma"
"41";"phrase / sentence";"frase"
"42";"I went / I was";"fui"
"43";"expenses";"gastos"
"44";"generation";"generación"
"45";"governor";"gobernador"
"46";"gender / genre";"género"
"47";"talking";"hablando"
"48";"that they have [subjunctive]";"hayan"
"49";"sister";"hermana"
"50";"it matters";"importa"
"51";"he/she/it includes";"incluye"
"52";"he/she/it indicates / tells";"indica"
"53";"immediately";"inmediatamente"
"54";"integration";"integración"
"55";"work / working";"laboral"
"56";"margin";"margen"
"57";"mass / dough";"masa"
"58";"marriage";"matrimonio"
"59";"he/she/it looked";"miró"
"60";"mission";"misión"
"61";"Wednesday";"miércoles"
"62";"to die";"morir"
"63";"mine";"mío"
"64";"businesses";"negocios"
"65";"black [F]";"negra"
"66";"it happened";"ocurrió"
"67";"original";"original"
"68";"you [pl, Spain]";"os"
"69";"movies";"películas"
"70";"journalist";"periodista"
"71";"personality";"personalidad"
"72";"plans";"planes"
"73";"poor [pl]";"pobres"
"74";"poetry";"poesía"
"75";"precise [M]";"preciso"
"76";"questions";"preguntas"
"77";"to present / to introduce";"presentar"
"78";"mainly";"principalmente"
"79";"next [M, pl]";"próximos"
"80";"positions";"puestos"
"81";"you want";"quieres"
"82";"he/she/it makes / performs";"realiza"
"83";"reduction";"reducción"
"84";"regions";"regiones"
"85";"to solve";"resolver"
"86";"kings";"reyes"
"87";"to feel";"sentir"
"88";"sex";"sexo"
"89";"centuries";"siglos"
"90";"shadow / shade";"sombra"
"91";"surprise";"sorpresa"
"92";"yours / his / hers";"suyo"
"93";"he/she/it would have";"tendría"
"94";"traffic";"tráfico"
"95";"units";"unidades"
"96";"you go";"vas"
"97";"come [participle]";"venido"
"98";"I see";"veo"
"99";"alive / live";"vivo"
"100";"only";"únicamente"
