word;answer
participants;participantes
he/she/it took out / pulled;sacó
profession;profesión
senator;senador
announcement / call;convocatoria
long [F, pl];largas
to affirm;afirmar
gun / weapon;arma
American;americano
provinces;provincias
as many;cuantos
proportion / ratio;proporción
rival;rival
anguish;angustia
sparse / scarce [F];escasa
long [pl];largos
destruction;destrucción
European [F, pl];europeas
we could [cond];podríamos
celebration;celebración
suit / I brought;traje
they seemed;parecían
legal;jurídico
roof;techo
elevated / high;elevado
financial [F];financiera
using;utilizando
to cover;cubrir
rest / break;descanso
perception;percepción
forest;bosque
continuity;continuidad
British;británico
financing;financiación
well-being;bienestar
affected [M, pl];afectados
adviser / counselor;consejero
he/she/it gives [subj];dé
I/he/she/it would say;diría
discovery;descubrimiento
scandal;escándalo
stay;estancia
safe [M, pl];seguros
arguments;argumentos
I wait / I hope;espero
sports;deportes
he/she/it informs;informa
prepared / ready [M];preparado
he/she/it denied;negó
to add;añadir
crown;corona
heads;cabezas
dead body / corpse;cadáver
equal / same [pl];iguales
pending;pendiente
related;relacionados
grandfather;abuelo
to tell him/her;decirle
normally;normalmente
offices;oficinas
revision / review;revisión
frequent [pl];frecuentes
institutional;institucional
he/she/it falls;cae
previous / prior [F];previa
rich;ricos
symbol;símbolo
he/she/it holds / argues;sostiene
layer;capa
temporary;temporal
vigilance / surveillance;vigilancia
minimum [F];mínima
spine;columna vertebral
you see;ves
they offer;ofrecen
I/he/she/it had just…;acababa
determined / certain [F];determinada
sauce;salsa
route / road;ruta
courses / classes;cursos
bones;huesos
permitted / allowed;permitido
difficult [pl];difíciles
friend [F];amiga
observation;observación
writers [M];escritores
to assume;asumir
suffered;sufrido
seventy;setenta
they left;dejaron
guide;guía
I/he/she/it would do;haría
nervous [M];nervioso
alive [pl];vivos
dimensions;dimensiones
to attend / to serve / to answer;atender
contracts / agreements;contratos
flag;bandera
to stay;quedarse
regular / regulate;regular
