word,answer
to find,encontrar
democracy,democracia
raise / increase,aumento
football / soccer,fútbol
test / he tries / she tries / you try [imp],prueba
consumption,consumo
although / despite,pese a
occasions,ocasiones
exterior / abroad,exterior
solution,solución
or (before o),u
daughter,hija
dream / sleepy,sueño
capable,capaz
occasion,ocasión
industry,industria
front / in front of / ahead / forward,adelante
exit,salida
science,ciencia
matter / issue,asunto
association,asociación
he put / she put / it put [past],puso
interests,intereses
gold,oro
he will be able to,podrá
question,pregunta
opposition,oposición
to enter / to go in,entrar
madam / Mrs. / Ms.,señora
he pointed / she pointed [past],señaló
pain / ache,dolor
zones / areas,zonas
commerce / trade / store,comercio
operation / surgery,operación
tribunal / court,tribunal
institutions,instituciones
subjects / themes / issues,temas
June,junio
frame,marco
sectors,sectores
to do it,hacerlo
aspect / look,aspecto
reasons,razones
content,contenido
judgment / trial / lawsuit,juicio
electoral,electoral
he considers / she considers / you consider [imp],considera
he will have,tendrá
a lot of [F],mucha
will / willpower,voluntad
they say,dicen
memory / I remember,recuerdo
area / region,área
he appears / she appears / it appears,aparece
he saw / she saw [past],vio
bed,cama
even,aun
he presents / she presents,presenta
revolution,revolución
he searches / she searches / it searches,busca
April,abril
violence,violencia
"first [F, pl]",primeras
little [F],pequeña
guns / arms / weapons,armas
I/he/she/it owed / had to [past],debía
effort,esfuerzo
human [F],humana
possibilities,posibilidades
centers,centros
professional,profesional
likewise / also,asimismo
degree / grade,grado
you have [aux],has
take / he takes / she takes / you take [imp],toma
"different [F, pl]",distintas
material,material
meat / flesh,carne
he calls / she calls,llama
particular,particular
to work,trabajar
proposition / proposal,propuesta
dead [M],muerto
prices,precios
reform / renovation,reforma
brother,hermano
cut / court,corte
he began / she began [past],comenzó
phase / stage,etapa
however,no obstante
he puts / she puts / it puts,pone
"diverse [M, pl]",diversos
visit / he visits / she visits,visita
concept,concepto
patients,pacientes
weeks,semanas
types / kinds,tipos
only / just,solamente
desire / wish / I wish / I want,deseo
systems,sistemas
they find,encuentran
