word;answer
clinic;clínica
traditional;tradicionales
crazy [M];loco
walk / stroll;paseo
sand;arena
consideration;consideración
they will have to;deberán
scheme;esquema
created [M];creado
used [M];utilizado
established;establecido
concert;concierto
manifestation / demonstration;manifestación
sick / ill [pl];enfermos
rejection;rechazo
stepped out / left / gone out [M];salido
they leave / let;dejan
conscious / aware;consciente
he/she/it proposes;propone
manifesto;manifiesto
published [M];publicado
examples;ejemplos
he/she/it called;llamaba
ship / vessel / boat;barco
to use;usar
sign;signo
affects;afecta
tree;árbol
richness / wealth;riqueza
dissemination;difusión
I/he/she/it wants [subj];quiera
discipline;disciplina
we see / watch;vemos
happiness;felicidad
improvement;mejora
he/she/it runs / directs / manages;dirige
to run;correr
dimension;dimensión
request / petition;petición
transformation;transformación
notable / considerable / remarkable;notable
clue;pista
realized / made [F];realizada
to apply;aplicar
dinner;cena
electric [F];eléctrica
sent [M];enviado
modes / ways;modos
fortune;fortuna
conflicts;conflictos
childhood;infancia
he/she/it allowed;permitió
farmers / country people / peasants;campesinos
third [M];tercero
he/she/it wishes / you wish (formal) / that you want [subj];desea
obligation;obligación
east;oriente
collection;colección
effective;eficaz
excess;exceso
evidence;evidencia
powers;poderes
to demonstrate;demostrar
they show;muestran
the main character / the lead / the protagonist;protagonista
it is enough;alcanza
memories;recuerdos
mountain;montaña
dictatorship;dictadura
he/she/it observes;observa
native [F, pl];indígenas
they go through / they pass / they happen;pasan
clarity;claridad
I/he/she/it were [subj];estuviera
query / question;consulta
financial;financiero
inflation;inflación
senate;senado
troops;tropas
Mexican [F];mexicana
corresponding [pl];correspondientes
he/she/it lifted / got up;levantó
flight;vuelo
empire;imperio
he/she/it wins;gana
agent / officer;agente
answers;respuestas
civil [pl] / civilians;civiles
he/she/it loses;pierde
modern;moderno
tribute / homage;homenaje
settling / establishment;establecimiento
he/she/it creates;crea
parties;fiestas
numbers;números
to control;controlar
trying to;tratando
he/she/it tries;intenta
circulation;circulación
booking / reservation;reserva
