"id";"word";"answer"
"1";"Hey, Carlos! How’s it going?";"¡Hola, Carlos! ¿Cómo te va?"
"2";"David! Good, thanks.";"¡David! Bien, gracias."
"3";"I haven’t seen you in a long time.";"Hace mucho que no te veo."
"4";"Yes, a long time.";"Sí, mucho tiempo."
"5";"How’s work?";"¿Cómo está el trabajo?"
"6";"Good, a bit heavy.";"Bien, un poco pesado."
"7";"Ah, yes.";"Ah, sí."
"8";"And you?";"¿Y tú?"
"9";"All calm.";"Todo tranquilo."
"10";"Nice to see you.";"Qué gusto verte."
"11";"Same here.";"Igualmente."
"12";"Let’s talk later.";"Hablamos luego."
"13";"Yes, sure.";"Sí, claro."
