"id";"word";"answer"
"1";"Title: The Baking Contest Disaster";"El Desastre del Concurso de Repostería"
"2";"A fluffy batter rises unevenly in the bowl.";"Una masa esponjosa sube dispareja en el tazón."
"3";"A burned edge forms on the cooling tray.";"Un borde quemado aparece en la charola."
"4";"A thoughtful judge inspects the cracked crust.";"Un juez reflexivo inspecciona la corteza rota."
"5";"A compact loaf sits stubbornly in place.";"Un pan compacto permanece tercamente en su lugar."
"6";"A distracted assistant forgets the timer again.";"Un asistente distraído olvida el temporizador otra vez."
"7";"We are going to fix the undercooked center.";"Vamos a arreglar el centro crudo."
"8";"An airy layer collapses under slight pressure.";"Una capa aireada colapsa bajo leve presión."
"9";"A charred corner breaks off the pastry.";"Una esquina carbonizada se desprende del pastel."
"10";"A motivated baker adjusts the oven settings.";"Un panadero motivado ajusta la configuración del horno."
"11";"A dense mixture refuses to rise properly.";"Una mezcla densa se niega a subir bien."
"12";"We are going to remove the overcooked batch.";"Vamos a retirar el lote recocido."
"13";"A careful stir smooths the uneven texture.";"Una mezcla cuidadosa suaviza la textura dispareja."
"14";"An empty-headed comment irritates the contestants.";"Un comentario superficial irrita a los concursantes."
"15";"A focused competitor decorates the final layer.";"Un competidor concentrado decora la capa final."
"16";"A toasted crumb falls onto the counter.";"Una miga tostada cae sobre el mostrador."
"17";"We are going to encourage the unmotivated team.";"Vamos a animar al equipo desmotivado."
"18";"A lazy participant leans against the fridge.";"Un participante flojo se recarga en el refri."
"19";"A deep-thinking chef studies the recipe carefully.";"Un chef profundo estudia la receta cuidadosamente."
"20";"An attentive helper hands over clean tools.";"Un ayudante atento entrega herramientas limpias."
"21";"I am going to present the thoughtful dessert.";"Voy a presentar el postre reflexivo."
