"Title: The Morning at the Community Center";"La Mañana en el Centro Comunitario"
"An energetic volunteer arranges the folding chairs.";"Un voluntario enérgico acomoda las sillas plegables."
"A sleepy participant yawns near the doorway.";"Un participante somnoliento bosteza cerca de la entrada."
"A calm instructor greets everyone with warmth.";"Un instructor sereno saluda a todos con calidez."
"An annoyed parent complains about the noise.";"Un padre molesto se queja del ruido."
"A hopeful student practices the opening lines.";"Un estudiante esperanzado practica las líneas iniciales."
"We are going to motivate the exhausted group.";"Vamos a motivar al grupo agotado."
"A tense silence spreads across the room.";"Un silencio tenso se extiende por el cuarto."
"A proud organizer reviews the event schedule.";"Un organizador orgulloso revisa el horario del evento."
"An embarrassed teen hides behind a poster.";"Un adolescente avergonzado se esconde detrás de un cartel."
"A relaxed musician tunes her quiet guitar.";"Una música relajada afina su guitarra silenciosa."
"We are going to calm the stressed newcomers.";"Vamos a calmar a los recién llegados estresados."
"An offended guest crosses his arms tightly.";"Un invitado ofendido cruza los brazos con fuerza."
"A hopeful whisper spreads through the group.";"Un susurro esperanzado se extiende por el grupo."
"A furious coach storms into the hallway.";"Un entrenador furioso irrumpe en el pasillo."
"A rested volunteer carries the heavy boxes.";"Un voluntario descansado carga las cajas pesadas."
"We are going to encourage the hopeless attendee.";"Vamos a animar al asistente desesperado."
"An optimistic leader starts the morning speech.";"Un líder optimista inicia el discurso matutino."
"A bothered child fidgets with his badge.";"Un niño fastidiado juega con su gafete."
"An alert supervisor watches the busy entrance.";"Un supervisor alerta observa la entrada ocupada."
"I am going to support the embarrassed student.";"Voy a apoyar al estudiante avergonzado."
