"Title: The Checklist Before the Big Trip";"La Lista Antes del Gran Viaje"
"I pack the necessary items first today.";"Empaco los artículos necesarios primero hoy."
"An unnecessary delay slows my early progress.";"Un retraso innecesario frena mi progreso temprano."
"A useful map lies open on the table.";"Un mapa útil está abierto sobre la mesa."
"A useless receipt falls from my pocket.";"Un recibo inútil cae de mi bolsillo."
"A true warning echoes in my memory.";"Una advertencia cierta resuena en mi memoria."
"A false rumor spreads among my friends.";"Un rumor falso se esparce entre mis amigos."
"A real concern grows about the weather.";"Una preocupación real crece sobre el clima."
"A fake message appears on my phone.";"Un mensaje falso aparece en mi teléfono."
"The visible clouds gather above the hills.";"Las nubes visibles se juntan sobre las colinas."
"The invisible wind pushes against the trees.";"El viento invisible empuja contra los árboles."
"A famous trail leads toward the canyon.";"Un sendero famoso lleva hacia el cañón."
"An unknown turn confuses the printed directions.";"Una vuelta desconocida confunde las direcciones impresas."
"The alive forest hums with constant sound.";"El bosque vivo zumba con sonido constante."
"The dead branches crack under my boots.";"Las ramas muertas crujen bajo mis botas."
"A healthy pace keeps me moving forward.";"Un paso saludable me mantiene avanzando."
"A sick feeling rises as clouds darken.";"Una sensación enferma surge mientras se oscurecen las nubes."
"We are going to guide the pregnant hiker.";"Vamos a guiar a la excursionista embarazada."
"The hot weather shifts suddenly to cold.";"El clima caluroso cambia de repente a frío."
"The cold air warns of coming rain.";"El aire frío advierte de la lluvia próxima."
"I am going to avoid the humid trail.";"Voy a evitar el sendero húmedo."
