"Title: The Afternoon at the Pottery Workshop";"La Tarde en el Taller de Cerámica"
"The dry clay cracks under gentle pressure.";"La arcilla seca se quiebra bajo presión suave."
"A light bowl rests near the window.";"Un tazón ligero descansa cerca de la ventana."
"A heavy mold sits beside the kiln.";"Un molde pesado está junto al horno."
"The soft sponge smooths the spinning vase.";"La esponja suave alisa el jarrón giratorio."
"The hard wheel vibrates with each rotation.";"La rueda dura vibra con cada rotación."
"A rough edge forms along the rim.";"Un borde áspero se forma en el borde."
"A smooth finish appears after careful shaping.";"Un acabado liso aparece después de moldear con cuidado."
"A wide tray holds the drying pieces.";"Una charola ancha sostiene las piezas secándose."
"A narrow shelf supports the smaller cups.";"Un estante estrecho sostiene las tazas pequeñas."
"A deep crack threatens the large bowl.";"Una grieta profunda amenaza el tazón grande."
"A shallow dent shows near the handle.";"Una hendidura superficial aparece cerca del asa."
"A round plate spins evenly on the wheel.";"Un plato redondo gira parejo en la rueda."
"A square tile cools slowly on cloth.";"Un azulejo cuadrado se enfría lentamente sobre tela."
"A straight line guides my carving strokes.";"Una línea recta guía mis trazos de tallado."
"A crooked mark ruins the first attempt.";"Una marca torcida arruina el primer intento."
"We are going to check the true measurements.";"Vamos a revisar las medidas seguras."
"The clear glaze shines under bright lamps.";"El esmalte evidente brilla bajo lámparas brillantes."
"The obvious flaw appears after firing.";"La falla obvia aparece después de la cocción."
"The hidden bubble weakens the structure.";"La burbuja oculta debilita la estructura."
"I am going to fix the simple‑minded mistake.";"Voy a corregir el error simple."
