"Title: The Renovation of the Old Café";"La Renovación del Café Antiguo"
"The dry paint chips fall to the floor.";"Las astillas de pintura seca caen al piso."
"A light ladder leans against the wall.";"Una escalera ligera se recarga en la pared."
"A heavy toolbox rests near the counter.";"Una caja de herramientas pesada descansa cerca del mostrador."
"The soft cloth wipes dust from shelves.";"El trapo suave limpia polvo de los estantes."
"The hard tiles crack under strong pressure.";"Los azulejos duros se quiebran bajo presión fuerte."
"A rough patch appears behind the fridge.";"Un parche áspero aparece detrás del refrigerador."
"A smooth finish covers the repaired section.";"Un acabado liso cubre la sección reparada."
"A wide doorway opens toward the patio.";"Una entrada ancha se abre hacia el patio."
"A narrow frame supports the new window.";"Un marco estrecho sostiene la ventana nueva."
"A deep groove runs along the floor.";"Una ranura profunda corre por el piso."
"A shallow mark shows near the register.";"Una marca superficial aparece cerca de la caja."
"A round table fits perfectly in the corner.";"Una mesa redonda cabe perfectamente en la esquina."
"A square mat lies under the chairs.";"Un tapete cuadrado está bajo las sillas."
"A straight beam strengthens the ceiling.";"Una viga recta refuerza el techo."
"A crooked pipe causes a small leak.";"Un tubo torcido causa una pequeña fuga."
"We are going to confirm the true measurements.";"Vamos a confirmar las medidas seguras."
"The clear instructions guide the final steps.";"Las instrucciones evidentes guían los pasos finales."
"The obvious error appears during inspection.";"El error obvio aparece durante la inspección."
"The hidden wiring complicates the installation.";"El cableado oculto complica la instalación."
"I am going to correct the simple‑minded oversight.";"Voy a corregir el descuido simple."
