"Title: Afternoon At The Community Fair";"Tarde En La Feria Comunitaria"
"I generate a list of activities for the booth."; "Genero una lista de actividades para el puesto."
"You shout to call the kids for the game. [pl]"; "Gritan para llamar a los niños al juego."
"We find a good spot for the table."; "Hallamos un buen lugar para la mesa."
"They identify the materials we still need."; "Identifican los materiales que aún necesitamos."
"I imagine how the booth will look finished."; "Imagino cómo se verá el puesto terminado."
"You involve your friends in decorating. [sing, inf]"; "Implicas a tus amigos en la decoración."
"We import the music playlist."; "Importamos la lista de música."
"They incorporate more colors into the banner."; "Incorporan más colores al cartel."
"You indicate where to place the balloons. [sing, formal]"; "Indica dónde colocar los globos."
"We install the lights around the booth."; "Instalamos las luces alrededor del puesto."
"They integrate the new volunteers into the team."; "Integran a los nuevos voluntarios al equipo."
"I try a different layout for the table."; "Intento un acomodo diferente para la mesa."
"You interest the visitors with your display. [pl]"; "Interesan a los visitantes con su exhibición."
"We interpret the schedule to stay organized."; "Interpretamos el horario para mantenernos organizados."
"They invite families to join the next activity."; "Invitan a las familias a unirse a la siguiente actividad."
"You launch small prizes to the crowd. [sing, inf]"; "Lanzas pequeños premios al público."
"We raise the banner so everyone can see it."; "Levantamos la manta para que todos la vean."
"They limit the number of participants per round."; "Limitan el número de participantes por ronda."
"I fill out the volunteer sheet."; "Lleno la hoja de voluntarios."
"You cry from excitement when the fair starts. [sing, formal]"; "Llora de emoción cuando empieza la feria."
"We achieve a great turnout."; "Logramos una gran participación."
"They manifest their happiness with applause."; "Manifestan su alegría con aplausos."
"You mark the winners on the board. [pl]"; "Marcan a los ganadores en el tablero."
"I tuck in the extra supplies under the table."; "Meto los materiales extra debajo de la mesa."
"We move the chairs for the next game."; "Movemos las sillas para el siguiente juego."
"They are going to install more lights later."; "Van a instalar más luces más tarde."
"You are going to generate more tickets soon. [sing, inf]"; "Vas a generar más boletos pronto."
"We are going to celebrate after closing."; "Vamos a celebrar después de cerrar."
