"Title: Morning At The Workshop";"Mañana En El Taller"
"I cut small pieces of cardboard."; "Corto pedacitos de cartón."
"You cross the room to get more glue. [sing, inf]"; "Cruzas el cuarto para agarrar más pegamento."
"We cover the table with paper."; "Cubrimos la mesa con papel."
"They dedicate time to organize the tools."; "Dedican tiempo a organizar las herramientas."
"I define the steps for the activity."; "Defino los pasos para la actividad."
"You leave the extra materials on the shelf. [sing, formal]"; "Deja los materiales extra en el estante."
"We depend on good teamwork."; "Dependemos de un buen trabajo en equipo."
"They describe the idea to the group."; "Describen la idea al grupo."
"You discover a missing piece under the table. [pl]"; "Descubren una pieza perdida debajo de la mesa."
"We determine the final design."; "Determinamos el diseño final."
"I cast out the scraps into the trash."; "Echo los recortes a la basura."
"They elaborate a small model."; "Elaboran un modelito."
"You use the ruler to measure. [sing, inf]"; "Empleas la regla para medir."
"We confront a small problem with the glue."; "Enfrentamos un pequeño problema con el pegamento."
"They show their progress proudly."; "Enseñan su progreso con orgullo."
"I avoid making the same mistake again."; "Evito cometer el mismo error otra vez."
"You exist in the list of participants. [sing, formal]"; "Existe en la lista de participantes."
"We express our ideas clearly."; "Expresamos nuestras ideas claramente."
"They skip one step by accident."; "Faltan a un paso por accidente."
"You post the instructions on the wall. [pl]"; "Fijan las instrucciones en la pared."
"I sign the form for the workshop."; "Firmo el formato del taller."
"We form a line to check materials."; "Formamos una fila para revisar materiales."
"They work well with the new tools."; "Funcionan bien con las herramientas nuevas."
"You win a small prize for creativity. [sing, inf]"; "Ganas un pequeño premio por creatividad."
"I guarantee the project will be fun."; "Garantizo que el proyecto será divertido."
"They are going to cut the final pieces."; "Van a cortar las piezas finales."
"You are going to cover the model later. [pl]"; "Van a cubrir el modelo más tarde."
"We are going to celebrate when we finish."; "Vamos a celebrar cuando terminemos."
