"Title: Afternoon At The Community Event";"Tarde En El Evento Comunitario"
"I develop a small activity for the kids."; "Desarrollo una actividad pequeña para los niños."
"You create colorful signs for the tables. [pl]"; "Crean letreros coloridos para las mesas."
"We decide where to place the decorations."; "Decidimos dónde colocar las decoraciones."
"They consider using more chairs."; "Consideran usar más sillas."
"I affect the schedule by moving one game."; "Afecto el horario al mover un juego."
"You accept the new plan. [sing, inf]"; "Aceptas el nuevo plan."
"We claim everything is ready."; "Afirmamos que todo está listo."
"They add balloons to the entrance."; "Agregan globos en la entrada."
"You increase the music volume a little. [sing, formal]"; "Aumenta un poco el volumen de la música."
"We advance with the setup quickly."; "Avanzamos rápido con la preparación."
"I warn the group about the rain."; "Aviso al grupo sobre la lluvia."
"They download the playlist for the event."; "Bajan la lista de reproducción para el evento."
"You base your decorations on last year’s theme. [pl]"; "Basan sus decoraciones en el tema del año pasado."
"We cause a small delay by moving tables."; "Causamos un pequeño retraso al mover mesas."
"They celebrate when everything looks nice."; "Celebran cuando todo se ve bonito."
"I quote a line from the welcome speech."; "Cito una línea del discurso de bienvenida."
"You place the snacks on the main table. [sing, inf]"; "Colocas las botanas en la mesa principal."
"We comment on how good the setup looks."; "Comentamos lo bien que se ve todo."
"They confirm the arrival of the volunteers."; "Confirman la llegada de los voluntarios."
"You answer the coordinator’s message. [sing, formal]"; "Contesta el mensaje del coordinador."
"I continue organizing the materials."; "Continúo organizando los materiales."
"We check the sound system."; "Controlamos el sistema de sonido."
"They run around helping everyone."; "Corren por todos lados ayudando a todos."
"You correspond with the sponsor about details. [pl]"; "Corresponden con el patrocinador sobre detalles."
"I am going to add more chairs soon."; "Voy a agregar más sillas pronto."
"They are going to place signs outside."; "Van a colocar letreros afuera."
"We are going to celebrate after the event."; "Vamos a celebrar después del evento."
