"Title: Morning At The Office";"Mañana En La Oficina"
"I generate a simple report for the team."; "Genero un reporte sencillo para el equipo."
"You shout to ask if the printer works. [sing, inf]"; "Gritas para preguntar si funciona la impresora."
"We find the missing folder on the shelf."; "Hallamos la carpeta perdida en el estante."
"They identify the problem with the computer."; "Identifican el problema con la computadora."
"I imagine a faster way to organize tasks."; "Imagino una forma más rápida de organizar tareas."
"You involve the new intern in the project. [sing, formal]"; "Implica al nuevo practicante en el proyecto."
"We import the data from yesterday."; "Importamos los datos de ayer."
"They incorporate the changes into the file."; "Incorporan los cambios en el archivo."
"You indicate the correct column to edit. [pl]"; "Indican la columna correcta para editar."
"We install the update on all computers."; "Instalamos la actualización en todas las computadoras."
"I integrate the notes into the final document."; "Integro las notas en el documento final."
"They try a different format for the chart."; "Intentan un formato diferente para la gráfica."
"You interest the team with your idea. [sing, inf]"; "Interesas al equipo con tu idea."
"We interpret the results together."; "Interpretamos los resultados juntos."
"They invite the manager to review the progress."; "Invitan al gerente a revisar el progreso."
"I launch the file to the shared folder."; "Lanzo el archivo a la carpeta compartida."
"You raise the blinds to get more light. [sing, formal]"; "Levanta las persianas para tener más luz."
"We limit the report to one page."; "Limitamos el reporte a una página."
"They fill out the form for the meeting."; "Llenan el formulario para la junta."
"You cry from laughing at a joke. [pl]"; "Lloran de la risa por un chiste."
"I achieve the goal for the morning."; "Logro la meta de la mañana."
"We manifest our support for the new plan."; "Manifestamos nuestro apoyo al nuevo plan."
"They mark the important sections."; "Marcan las secciones importantes."
"You tuck in the cables behind the desk. [sing, inf]"; "Metes los cables detrás del escritorio."
"We move the chairs for the meeting."; "Movemos las sillas para la junta."
"I am going to install the new software later."; "Voy a instalar el software nuevo más tarde."
"They are going to generate a summary soon."; "Van a generar un resumen pronto."
"We are going to celebrate when we finish."; "Vamos a celebrar cuando terminemos."
