"Title: Afternoon At The Community Workshop";"Tarde En El Taller Comunitario"
"I use the big table for my project."; "Uso la mesa grande para mi proyecto."
"You utilize the markers from the box. [pl]"; "Utilizan los marcadores de la caja."
"We are going to leave the windows open."; "Vamos a abandonar las ventanas abiertas."
"They open the supply cabinet."; "Abren el gabinete de materiales."
"You end your sketch with a bold line. [sing, inf]"; "Acabas tu boceto con una línea fuerte."
"I bring over the paints to the center."; "Acerco las pinturas al centro."
"We accompany the kids during the activity."; "Acompañamos a los niños durante la actividad."
"They act with confidence in the small play."; "Actúan con confianza en la pequeña obra."
"You are going to go to the front to explain. [sing, formal]"; "Va a acudir al frente para explicar."
"We reach the halfway point of the workshop."; "Alcanzamos la mitad del taller."
"They analyze the shapes on the page."; "Analizan las formas en la hoja."
"I announce the next step."; "Anuncio el siguiente paso."
"You apply the glue carefully. [pl]"; "Aplican el pegamento con cuidado."
"We provide extra brushes if needed."; "Aportamos pinceles extra si se necesitan."
"They support the younger kids."; "Apoyan a los niños más pequeños."
"You are going to take advantage of the last minutes. [sing, inf]"; "Vas a aprovechar los últimos minutos."
"I point out the corner that needs color."; "Apunto la esquina que necesita color."
"We secure the poster with tape."; "Aseguramos el cartel con cinta."
"They attend every workshop session."; "Asisten a cada sesión del taller."
"You link your idea to the theme. [sing, formal]"; "Asocia su idea con el tema."
"We assume the project will be ready on time."; "Asumimos que el proyecto estará listo a tiempo."
"They add a final detail to the drawing."; "Añaden un detalle final al dibujo."
"You sing softly while working. [pl]"; "Cantan bajito mientras trabajan."
"I am going to share the finished piece later."; "Voy a compartir la pieza terminada más tarde."
"We declare the cleanup time started."; "Declaramos iniciado el tiempo de limpieza."
"They highlight the best parts of the day."; "Destacan las mejores partes del día."
"You insist on fixing one more detail. [sing, inf]"; "Insistes en arreglar un detalle más."
