"Title: Evening At The Small Museum";"Noche En El Museo Pequeño"
"I am going to tour the new exhibit first."; "Voy a recorrer la nueva exhibición primero."
"You identify the oldest piece in the room. [sing, formal]"; "Identifica la pieza más antigua del cuarto."
"We reflect on the history behind each object."; "Reflejamos la historia detrás de cada objeto."
"They publish a brochure with details."; "Publican un folleto con detalles."
"I remove my jacket because it’s warm."; "Quito mi chamarra porque hace calor."
"You are going to represent the group in the talk. [pl]"; "Van a representar al grupo en la charla."
"We occupy a quiet corner to read."; "Ocupamos una esquina tranquila para leer."
"They pretend to be explorers from the past."; "Pretenden ser exploradores del pasado."
"You forget your map near the entrance. [sing, inf]"; "Olvidas tu mapa cerca de la entrada."
"We are going to solve the clues in the exhibit."; "Vamos a resolver las pistas en la exhibición."
"They concern themselves with finding every detail."; "Se preocupan por encontrar cada detalle."
"I participate in a short guided tour."; "Participo en una visita guiada corta."
"You pay the small entry fee. [sing, formal]"; "Paga la cuota de entrada."
"We link the artifacts to different eras."; "Relacionamos las piezas con distintas épocas."
"They retrieve their coats from the rack."; "Recuperan sus abrigos del perchero."
"I start reading the description of a sculpture."; "Parto a leer la descripción de una escultura."
"You are going to organize the photos later. [pl]"; "Van a organizar las fotos más tarde."
"We describe the colors of an old mural."; "Describimos los colores de un mural antiguo."
"They cut the visit short because it’s late."; "Cortan la visita porque ya es tarde."
"You force the door a bit; it sticks. [sing, inf]"; "Obligas un poco la puerta; se atora."
"I make a note about my favorite piece."; "Realizo una nota sobre mi pieza favorita."
"We determine which exhibit to see next."; "Determinamos qué exhibición ver después."
"They indicate the exit with a small sign."; "Indican la salida con un letrero pequeño."
"You are going to return for the weekend event. [sing, formal]"; "Va a regresar para el evento del fin de semana."
"We are going to publish our photos tonight."; "Vamos a publicar nuestras fotos esta noche."
