"Title: Evening At The Family Gathering";"Noche En La Reunión Familiar"
"I use the big bowl for the salad."; "Uso el tazón grande para la ensalada."
"You are going to utilize the oven soon. [sing, formal]"; "Va a utilizar el horno pronto."
"We leave the door unlocked for guests."; "Abandonamos la puerta sin seguro para los invitados."
"They open the drinks and pass them around."; "Abren las bebidas y las reparten."
"I reach the top shelf for the plates."; "Alcanzo el estante de arriba para los platos."
"You bring over the chairs from the patio. [pl]"; "Acercan las sillas del patio."
"We accompany our aunt to the kitchen."; "Acompañamos a nuestra tía a la cocina."
"They act out a funny story."; "Actúan una historia chistosa."
"You go to the living room to greet everyone. [sing, inf]"; "Acudes a la sala para saludar a todos."
"We analyze which dish needs more salt."; "Analizamos qué platillo necesita más sal."
"They announce that dinner is ready."; "Anuncian que la cena está lista."
"I apply dressing to the salad."; "Aplico aderezo a la ensalada."
"You provide the napkins for the table. [sing, formal]"; "Aporta las servilletas para la mesa."
"We support the kids with their plates."; "Apoyamos a los niños con sus platos."
"They take advantage of the last daylight."; "Aprovechan la última luz del día."
"You point out where the cups are. [pl]"; "Apuntan dónde están los vasos."
"I am going to secure the door later."; "Voy a asegurar la puerta más tarde."
"We attend to the guests as they arrive."; "Asistimos a los invitados cuando llegan."
"They link old memories with new stories."; "Asocian recuerdos viejos con historias nuevas."
"You assume the dessert is almost ready. [sing, inf]"; "Asumes que el postre ya casi está listo."
"We add extra chairs for everyone."; "Añadimos sillas extra para todos."
"They sing softly after dinner."; "Cantan bajito después de cenar."
"You are going to share the photos later. [pl]"; "Van a compartir las fotos más tarde."
"I declare the meal a success."; "Declaro la comida un éxito."
"We highlight the funniest moments."; "Destacamos los momentos más divertidos."
"They insist on staying a little longer."; "Insisten en quedarse un ratito más."
