"Title: The Afternoon Errands";"Los Mandados de la Tarde"
"They look at the list of things to buy.";"Ellos miran la lista de cosas para comprar."
"He shows me the cheapest option.";"Él me muestra la opción más barata."
"I need a new notebook for class.";"Necesito un cuaderno nuevo para la clase."
"You forget your wallet in the car.";"Olvidas tu cartera en el coche."
"We pay at the small counter near the door.";"Pagamos en la ventanita cerca de la puerta."
"She practices her signature for a form.";"Ella practica su firma para un formulario."
"I ask a question about the return policy.";"Pregunto sobre la política de devoluciones."
"They prepare the bags quickly.";"Ellos preparan las bolsas rápido."
"Only a few items remain on the shelf.";"Solo quedan unos cuantos artículos en el estante."
"Next time we are going to remember to bring a bigger bag.";"La próxima vez vamos a recordar traer una bolsa más grande."
