"Title: Afternoon At The Park Event";"Tarde En El Evento Del Parque"
"I result in charge of the sign‑up table."; "Resulto a cargo de la mesa de registro."
"You are going to withdraw the cones after the race. [pl]"; "Van a retirar los conos después de la carrera."
"We gather the kids for the next activity."; "Reunimos a los niños para la siguiente actividad."
"They reveal the surprise prize."; "Revelan el premio sorpresa."
"I am going to go around the field to check safety."; "Voy a rodear el campo para revisar la seguridad."
"You break a cookie while opening the bag. [sing, inf]"; "Rompes una galleta al abrir la bolsa."
"We take out the balls for the game."; "Sacamos las pelotas para el juego."
"They separate into teams quickly."; "Se separan en equipos rápidamente."
"You point out the starting line. [sing, formal]"; "Señala la línea de inicio."
"We are going to mean a lot to the kids today."; "Vamos a significar mucho para los niños hoy."
"They locate the water station near the trees."; "Situan el puesto de agua cerca de los árboles."
"I request a few more volunteers."; "Solicito unos voluntarios más."
"You submit your name for the raffle. [pl]"; "Someten su nombre para la rifa."
"We sound the whistle to begin."; "Sonamos el silbato para empezar."
"They surprise us with how fast they run."; "Sorprenden con lo rápido que corren."
"You are going to go up the hill for photos. [sing, inf]"; "Vas a subir la colina para las fotos."
"We suffer a bit from the heat."; "Sufrimos un poco por el calor."
"They add points to the scoreboard."; "Suman puntos al marcador."
"I go beyond my usual energy today."; "Supero mi energía de siempre hoy."
"You throw away the empty cups. [sing, formal]"; "Tira los vasos vacíos."
"We touch the trophy for good luck."; "Tocamos el trofeo para la buena suerte."
"They transform the park into a festival."; "Transforman el parque en un festival."
"You try the last activity of the day. [pl]"; "Tratan la última actividad del día."
"I am going to locate the coordinator now."; "Voy a ubicar al coordinador ahora."
"We join the final celebration."; "Unimos a la celebración final."
