"Title: Morning At The Cultural Center";"Mañana En El Centro Cultural"
"I am going to be born in a story we write today."; "Voy a nacer en una historia que escribimos hoy."
"You force the lid open carefully. [sing, inf]"; "Obligas la tapa con cuidado."
"We occupy the main room for the workshop."; "Ocupamos el salón principal para el taller."
"They solve a small issue with the projector."; "Resuelven un pequeño problema con el proyector."
"I forget my notebook on the table."; "Olvido mi cuaderno en la mesa."
"You are going to organize the materials soon. [pl]"; "Van a organizar los materiales pronto."
"We order the chairs in a circle."; "Ordenamos las sillas en un círculo."
"They participate with good energy."; "Participan con buena energía."
"You start the activity with a short story. [sing, formal]"; "Parte la actividad con un cuento corto."
"We are going to remove the extra chairs later."; "Vamos a quitar las sillas extra más tarde."
"They reflect the theme of the day in their drawings."; "Reflejan el tema del día en sus dibujos."
"I register the new participants."; "Registro a los nuevos participantes."
"You retrieve the markers from the cabinet. [sing, inf]"; "Recuperas los marcadores del gabinete."
"We return to the main table to continue."; "Regresamos a la mesa principal para continuar."
"They are going to relate their ideas to the theme."; "Van a relacionar sus ideas con el tema."
"You represent the group with your presentation. [pl]"; "Representan al grupo con su presentación."
"I concern myself with keeping the space calm."; "Me preocupo por mantener el espacio tranquilo."
"We pretend to travel through different worlds."; "Pretendemos viajar por diferentes mundos."
"They publish their drawings on the wall."; "Publican sus dibujos en la pared."
"You are going to tour the center after class. [sing, formal]"; "Va a recorrer el centro después de la clase."
"I make a small summary of the activity."; "Realizo un pequeño resumen de la actividad."
"We link our ideas to create a final story."; "Relacionamos nuestras ideas para crear una historia final."
"They stop for a moment to rest."; "Paran un momento para descansar."
"You pay attention to every detail. [sing, inf]"; "Pagas atención a cada detalle."
"We are going to determine the winner soon."; "Vamos a determinar al ganador pronto."
