"Title: Morning At The Language Class";"Mañana En La Clase De Idiomas"
"I use simple words to start the warm‑up."; "Uso palabras sencillas para empezar el calentamiento."
"You are going to utilize your notes today. [sing, inf]"; "Vas a utilizar tus notas hoy."
"We leave the door open for fresh air."; "Abandonamos la puerta abierta para que entre aire."
"They open their books to the first page."; "Abren sus libros en la primera página."
"I end the review with a short question."; "Acabo la revisión con una pregunta corta."
"You bring over your chair to join us. [sing, formal]"; "Acerca su silla para unirse a nosotros."
"We accompany the new student to her seat."; "Acompañamos a la estudiante nueva a su lugar."
"They act out a short dialogue."; "Actúan un diálogo corto."
"I am going to go to the board to write."; "Voy a acudir al pizarrón para escribir."
"You reach the correct answer quickly. [pl]"; "Alcanzan la respuesta correcta rápido."
"We analyze the sentence together."; "Analizamos la oración juntos."
"They announce the next activity."; "Anuncian la siguiente actividad."
"You apply the rule correctly. [sing, inf]"; "Aplicas la regla correctamente."
"We provide examples for everyone."; "Aportamos ejemplos para todos."
"They support each other during practice."; "Apoyan a sus compañeros durante la práctica."
"You are going to take advantage of the break. [sing, formal]"; "Va a aprovechar el descanso."
"I point out the verb in the sentence."; "Apunto el verbo en la oración."
"We secure the papers with a clip."; "Aseguramos las hojas con un clip."
"They attend every class with enthusiasm."; "Asisten a cada clase con entusiasmo."
"You link the new word to an image. [pl]"; "Asocian la palabra nueva con una imagen."
"I assume the group is ready to continue."; "Asumo que el grupo está listo para continuar."
"We add another example to the list."; "Añadimos otro ejemplo a la lista."
"They sing a short rhyme to remember it."; "Cantan una rima corta para recordarlo."
"You are going to share your answer next. [sing, inf]"; "Vas a compartir tu respuesta enseguida."
"We declare the activity finished."; "Declaramos terminada la actividad."
"They highlight the most important rule."; "Destacan la regla más importante."
"I insist on practicing one more time."; "Insisto en practicar una vez más."
