"Title: Afternoon At The Small Office";"Tarde En La Oficina Pequeña"
"I send the morning report to my coworker."; "Envío el reporte de la mañana a mi compañero."
"You prepare the documents for the meeting. [sing, formal]"; "Prepara los documentos para la junta."
"We present our ideas to the team."; "Presentamos nuestras ideas al equipo."
"They finish the checklist before lunch."; "Terminan la lista antes del almuerzo."
"I start the call with the client."; "Inicio la llamada con el cliente."
"You visit the storage room for supplies. [sing, inf]"; "Visitas la bodega por materiales."
"We allow extra time for questions."; "Permitimos tiempo extra para preguntas."
"They receive an email with new instructions."; "Reciben un correo con nuevas instrucciones."
"You sell the last two service packages. [pl]"; "Venden los últimos dos paquetes de servicio."
"We understand the client’s concerns."; "Comprendemos las preocupaciones del cliente."
"I answer the phone quickly."; "Respondo el teléfono rápidamente."
"They study the contract carefully."; "Estudian el contrato con cuidado."
"You meet the deadline without stress. [sing, inf]"; "Cumples la fecha límite sin estrés."
"We care for every detail in the project."; "Cuidamos cada detalle en el proyecto."
"I wish for a smooth afternoon."; "Deseo una tarde tranquila."
"They enjoy a short break together."; "Disfrutan un descanso corto juntos."
"You save the updated file on the server. [pl]"; "Guardan el archivo actualizado en el servidor."
"She improves the presentation slides."; "Mejora las diapositivas de la presentación."
"We note the changes in the document."; "Notamos los cambios en el documento."
"They see the manager observing the progress."; "Observan al gerente revisar el progreso."
"You deliver the printed forms to the front desk. [sing, formal]"; "Entrega los formularios impresos en la recepción."
"I send the final version to the team."; "Mando la versión final al equipo."
"We mention the next steps in the plan."; "Mencionamos los siguientes pasos en el plan."
"They inform everyone about the new schedule."; "Informan a todos sobre el nuevo horario."
"You explain the process clearly. [sing, inf]"; "Explicas el proceso claramente."
"I am going to review the files later."; "Voy a revisar los archivos más tarde."
"They are going to prepare the room soon."; "Van a preparar el salón pronto."
"We are going to finish the project tomorrow."; "Vamos a terminar el proyecto mañana."
