"Title: Evening At The Art Class";"Noche En La Clase De Arte"
"I cut thin strips of paper."; "Corto tiras delgadas de papel."
"You cross the room to grab your brushes. [sing, formal]"; "Cruza el cuarto para agarrar sus pinceles."
"We cover the floor with newspaper."; "Cubrimos el piso con periódico."
"They dedicate time to practice shading."; "Dedican tiempo a practicar sombras."
"I define the shape with a light sketch."; "Defino la forma con un boceto ligero."
"You leave your backpack near the door. [sing, inf]"; "Dejas tu mochila cerca de la puerta."
"We depend on good lighting."; "Dependemos de una buena iluminación."
"They describe the scene they want to paint."; "Describen la escena que quieren pintar."
"You discover a new color mix. [pl]"; "Descubren una mezcla de color nueva."
"We determine the final palette."; "Determinamos la paleta final."
"I cast out the dirty water from the cup."; "Echo el agua sucia del vaso."
"They elaborate a detailed background."; "Elaboran un fondo detallado."
"You use soft strokes for the sky. [sing, formal]"; "Emplea trazos suaves para el cielo."
"We confront a challenge with the shadows."; "Enfrentamos un reto con las sombras."
"They show their paintings proudly."; "Enseñan sus pinturas con orgullo."
"I avoid using too much paint."; "Evito usar demasiada pintura."
"You exist in the class list for tonight. [sing, inf]"; "Existes en la lista de la clase de hoy."
"We express our ideas about color."; "Expresamos nuestras ideas sobre el color."
"They skip one detail to save time."; "Faltan a un detalle para ahorrar tiempo."
"You post your finished work on the board. [pl]"; "Fijan su trabajo terminado en el tablero."
"I sign my name in the corner."; "Firmo mi nombre en la esquina."
"We form a circle to share feedback."; "Formamos un círculo para compartir comentarios."
"They work well with the new brushes."; "Funcionan bien con los pinceles nuevos."
"You win a small applause for your piece. [sing, formal]"; "Gana un pequeño aplauso por su pieza."
"I guarantee the next class will be fun."; "Garantizo que la próxima clase será divertida."
"They are going to cover the paintings to dry."; "Van a cubrir las pinturas para que se sequen."
"You are going to describe your process later. [sing, inf]"; "Vas a describir tu proceso más tarde."
"We are going to celebrate the finished work."; "Vamos a celebrar el trabajo terminado."
