"Title: Evening At The Neighborhood Market";"Tarde En El Mercado Del Barrio"
"I send a quick message to my sister."; "Envío un mensaje rápido a mi hermana."
"You prepare your shopping list. [sing, inf]"; "Preparas tu lista de compras."
"We present our coupons at the counter."; "Presentamos nuestros cupones en la caja."
"They finish choosing vegetables for dinner."; "Terminan de escoger verduras para la cena."
"I start walking toward the fruit section."; "Inicio el camino hacia la sección de frutas."
"You visit the bakery for fresh bread. [pl]"; "Visitan la panadería por pan fresco."
"We allow the kids to pick one snack."; "Permitimos que los niños elijan una botana."
"They receive samples of new products."; "Reciben muestras de productos nuevos."
"You sell handmade soaps at a small stand. [sing, formal]"; "Vende jabones artesanales en un puestecito."
"We understand the prices on the signs."; "Comprendemos los precios en los letreros."
"I answer the vendor’s question politely."; "Respondo la pregunta del vendedor con cortesía."
"They study the labels for ingredients."; "Estudian las etiquetas para ver los ingredientes."
"You meet your friend near the fruit aisle. [sing, inf]"; "Cumples con ver a tu amigo cerca del pasillo de frutas."
"We care about buying fresh produce."; "Cuidamos comprar productos frescos."
"I wish for a calm evening at the market."; "Deseo una tarde tranquila en el mercado."
"They enjoy the smell of warm bread."; "Disfrutan el olor del pan calientito."
"You save a few pesos with your coupons. [pl]"; "Guardan unos pesos con sus cupones."
"She improves her recipe with new spices."; "Mejora su receta con especias nuevas."
"We note the best prices for next time."; "Notamos los mejores precios para la próxima vez."
"They see the vendor observing the crowd."; "Observan al vendedor ver a la gente."
"You deliver the basket to the cashier. [sing, formal]"; "Entrega la canasta a la cajera."
"I send the receipt to my phone."; "Mando el recibo a mi celular."
"We mention the sale to our neighbors."; "Mencionamos la oferta a nuestros vecinos."
"They inform the customers about a discount."; "Informan a los clientes sobre un descuento."
"You explain your recipe to a friend. [sing, inf]"; "Explicas tu receta a un amigo."
"I am going to prepare dinner soon."; "Voy a preparar la cena pronto."
"They are going to visit another stand."; "Van a visitar otro puesto."
"We are going to finish shopping quickly."; "Vamos a terminar las compras rápido."
