"Title: Evening At The Gym";"Noche En El Gimnasio"
"I give my friend a bottle of water."; "Doy a mi amigo una botella de agua."
"You let the trainer know you arrived. [sing, formal]"; "Deja saber al entrenador que llegó."
"We drink water between sets."; "Bebemos agua entre series."
"They finish their warm‑up quickly."; "Acaban su calentamiento rápido."
"I am going to pay the monthly fee tomorrow."; "Voy a pagar la mensualidad mañana."
"You spend energy fast during cardio. [sing, inf]"; "Gastas energía rápido durante el cardio."
"We take out the mats for stretching."; "Sacamos los tapetes para estirar."
"They remove their jackets before starting."; "Quitan sus chamarras antes de empezar."
"You drive to the gym every evening. [pl]"; "Manejan al gimnasio cada noche."
"We open the windows for fresh air."; "Abrimos las ventanas para que entre aire."
"They love the music playing today."; "Aman la música que suena hoy."
"You wash your hands before lifting. [sing, formal]"; "Lava sus manos antes de levantar."
"We cook a light dinner after training."; "Cocinamos una cena ligera después de entrenar."
"They clean the equipment after use."; "Limpian el equipo después de usarlo."
"I dry my face with a small towel."; "Seco mi cara con una toallita."
"You are going to bathe when you get home. [pl]"; "Van a bañarse cuando lleguen a casa."
"We matter to each other as a team."; "Nos importamos como equipo."
"They interest the coach with their progress."; "Interesan al entrenador con su progreso."
"You bother no one; you stay focused. [sing, inf]"; "No molestas a nadie; te mantienes enfocado."
"I win a small challenge today."; "Gano un pequeño reto hoy."
"We go up the stairs to the track."; "Subimos las escaleras hacia la pista."
"They come down after a quick run."; "Bajan después de una carrera rápida."
"You dance a little to warm up. [sing, formal]"; "Baila un poco para calentar."
"We are going to tie the ropes for training."; "Vamos a atar las cuerdas para entrenar."
"They tell their coach they feel great."; "Cuentan a su entrenador que se sienten muy bien."
