"Title: Morning At The Science Fair";"Mañana En La Feria De Ciencias"
"I result in the first group for the presentation."; "Resulto en el primer grupo para la presentación."
"You withdraw the extra materials from the table. [sing, inf]"; "Retiras los materiales extra de la mesa."
"We are going to gather the students soon."; "Vamos a reunir a los estudiantes pronto."
"They reveal their project with excitement."; "Revelan su proyecto con emoción."
"I go around the room to check each stand."; "Rodeo el salón para revisar cada puesto."
"You are going to break the model if you push it. [pl]"; "Van a romper el modelo si lo empujan."
"We take out the posters for our display."; "Sacamos los carteles para nuestra exhibición."
"They separate the samples by color."; "Separan las muestras por color."
"You point out the main idea clearly. [sing, formal]"; "Señala la idea principal claramente."
"I am going to mean something different in my explanation."; "Voy a significar algo diferente en mi explicación."
"We locate our project near the entrance."; "Situamos nuestro proyecto cerca de la entrada."
"They request more time to finish."; "Solicitan más tiempo para terminar."
"You submit your results to the judges. [sing, inf]"; "Sometes tus resultados a los jueces."
"We are going to sound the alarm for the demo."; "Vamos a sonar la alarma para la demostración."
"They surprise everyone with a cool experiment."; "Sorprenden a todos con un experimento padre."
"You go up the small stage to speak. [pl]"; "Suben al pequeño escenario para hablar."
"I suffer a bit of nervousness."; "Sufro un poco de nervios."
"We add one more detail to the poster."; "Sumamos un detalle más al cartel."
"They are going to go beyond expectations today."; "Van a superar las expectativas hoy."
"You throw away the scraps from the table. [sing, formal]"; "Tira los recortes de la mesa."
"I touch the model carefully."; "Toco el modelo con cuidado."
"We transform the idea into something bigger."; "Transformamos la idea en algo más grande."
"They try a new way to explain it."; "Tratan una forma nueva de explicarlo."
"You are going to locate the judges soon. [sing, inf]"; "Vas a ubicar a los jueces pronto."
"We join the final group for photos."; "Unimos al grupo final para las fotos."
