"id";"word";"answer"
"1";"Title: The Long Walk";"La Caminata Larga"
"2";"She protects her face with a hat.";"Ella protege su cara con un sombrero."
"3";"They respond when the guide calls them.";"Ellos responden cuando el guía los llama."
"4";"We go back a little because we miss a turn.";"Retrocedemos un poco porque pasamos una vuelta."
"5";"I break a small stick while walking.";"Rompo una ramita mientras camino."
"6";"You surprise everyone with extra snacks.";"Sorprendes a todos con botanas extra."
"7";"Strange things happen on long trails.";"Cosas raras suceden en los senderos largos."
"8";"He suspends the hike to rest.";"Él suspende la caminata para descansar."
"9";"I fear running out of water.";"Temo quedarme sin agua."
"10";"She coughs a little from the dry air.";"Ella tose un poco por el aire seco."
"11";"Later we are going to sell photos from the trip.";"Más tarde vamos a vender fotos del viaje."
