"id";"word";"answer"
"1";"Hello / Hi";"Hola"
"2";"Good morning";"Buenos días"
"3";"Good afternoon";"Buenas tardes"
"4";"Good evening";"Buenas noches"
"5";"Nice to meet you";"Mucho gusto"
"6";"Likewise";"Igualmente"
"7";"How are you?";"¿Cómo está?"
"8";"I’m fine, thank you";"Estoy bien, gracias"
"9";"And you [formal]?";"¿Y usted?"
"10";"And you [inf]?";"¿Y tú?"
"11";"Please";"Por favor"
"12";"Thank you";"Gracias"
"13";"Thank you very much";"Muchas gracias"
"14";"No, thank you";"No, gracias"
"15";"No, thank you very much";"No, muchas gracias"
"16";"Thank you, but I'm fine";"Gracias, estoy bien"
"17";"You’re welcome";"De nada"
"18";"Excuse me";"Disculpe"
"19";"Sorry";"Perdón"
"20";"Goodbye";"Adiós"
"21";"See you later";"Nos vemos"
"22";"Take care";"Cuídese"
"23";"Have a good day";"Buen día"
"24";"Good to see you. [formal]";"Qué gusto verlo."
"25";"Good to see you. [inf]";"Qué gusto verte."
"26";"How’s it going? [formal]";"¿Cómo le va?"
"27";"How’s it going? [inf]";"¿Cómo te va?"
"28";"Everything good?";"¿Todo bien?"
"29";"Very good";"Muy bien"
"30";"So-so";"Más o menos"
"31";"Not bad";"No tan mal"
"32";"What’s your name? [formal]";"¿Cómo se llama?"
"33";"What’s your name? [inf]";"¿Cómo te llamas?"
"34";"May I ask your name? [very formal]";"¿Me puede decir su nombre?"
"35";"My name is…";"Me llamo…"
"36";"Where are you from? [formal]";"¿De dónde es?"
"37";"Where are you from? [inf]";"¿De dónde eres?"
"38";"I’m from the United States";"Soy de Estados Unidos"
"39";"I’m from Seattle";"Soy de Seattle"
"40";"I don’t speak much Spanish";"No hablo mucho español"
"41";"I’m learning Spanish";"Estoy aprendiendo español"
"42";"Please speak slowly";"Por favor, hable despacio"
"43";"Can you repeat that, please?";"¿Puede repetirlo, por favor?"
"44";"I don’t understand";"No entiendo"
"45";"I understand a little";"Entiendo un poco"
"46";"How do you say ___ in Spanish?";"¿Cómo se dice ___ en español?"
"47";"What does this mean?";"¿Qué significa esto?"
"48";"One moment, please";"Un momento, por favor"
"49";"No problem";"No hay problema"
"50";"That’s okay";"Está bien"
"51";"Don’t worry";"No se preocupe"
"52";"With pleasure";"Con gusto"
"53";"Of course";"Claro"
"54";"Yes, of course";"Sí, claro"
"55";"Maybe";"Tal vez"
"56";"I don’t know";"No sé"
"57";"I think so";"Creo que sí"
"58";"I don’t think so";"Creo que no"
"59";"Can you help me?";"¿Me puede ayudar?"
"60";"I need help";"Necesito ayuda"
"61";"Where is the bathroom?";"¿Dónde está el baño?"
"62";"May I come in?";"¿Puedo pasar?"
"63";"Go ahead / Come in";"Pase"
"64";"After you";"Después de usted"
"65";"Excuse me, may I pass?";"Disculpe, ¿puedo pasar?"
"66";"Excuse me, I’m sorry";"Disculpe, perdón"
"67";"Thank you for your help";"Gracias por su ayuda"
"68";"Thanks, that’s very kind";"Gracias, muy amable"
"69";"You’re very kind";"Es muy amable"
"70";"See you tomorrow";"Nos vemos mañana"
"71";"See you soon";"Hasta pronto"
"72";"See you later";"Hasta luego"
"73";"See you tonight!";"¡Nos vemos esta noche!"
"74";"Have a good evening";"Que pase buena noche"
"75";"Have a good trip";"Buen viaje"
"76";"Welcome";"Bienvenido"
"77";"Welcome [to a woman]";"Bienvenida"
"78";"Welcome [to several people]";"Bienvenidos"
"79";"Enjoy your meal";"Buen provecho"
"80";"Same to you";"Igualmente"
"81";"Best regards";"Saludos"
"82";"Where are you going?";"¿A dónde va?"
"83";"Where are you going? [inf]";"¿A dónde vas?"
"84";"I'm happy to meet you. [formal]";"Me da gusto conocerlo."
"85";"I'm happy to meet you. [formal, to a woman]";"Me da gusto conocerla."
"86";"I'm happy to meet you. [inf]";"Me da gusto conocerte."
"87";"I need to go now.";"Necesito irme ahora."
"88";"I hope to see you again soon. [formal]";"Espero verlo de nuevo pronto."
"89";"I hope to see you again soon. [formal, to a woman]";"Espero verla de nuevo pronto."
"90";"I hope to see you again soon. [inf]";"Espero verte de nuevo pronto."
"91";"Where are you going now? [formal]";"¿A dónde va ahora?"
"92";"Where are you going now? [inf]";"¿A dónde vas ahora?"
