"id";"word";"answer"
"1";"Title: The Train Station Confusion";"La Confusión en la Estación de Tren"
"2";"A usual announcement echoes through the hall.";"Un anuncio habitual resuena por el pasillo."
"3";"A frequent whistle signals incoming trains.";"Un silbato frecuente señala trenes entrantes."
"4";"A present delay frustrates the tired passengers.";"Un retraso presente frustra a los pasajeros cansados."
"5";"A previous train left earlier than expected.";"Un tren previo salió antes de lo esperado."
"6";"A temporary barrier blocks the main stairs.";"Una barrera temporal bloquea las escaleras principales."
"7";"We are going to update the monthly schedule.";"Vamos a actualizar el horario mensual."
"8";"A normal crowd gathers near the platform.";"Una multitud normal se reúne cerca del andén."
"9";"A late warning appears on the display.";"Una advertencia tardía aparece en la pantalla."
"10";"A continuous rumble grows inside the tunnel.";"Un retumbo continuo crece dentro del túnel."
"11";"A recent storm damaged the overhead lines.";"Una tormenta reciente dañó las líneas superiores."
"12";"We are going to redirect the absent conductor.";"Vamos a redirigir al conductor ausente."
"13";"An occasional shout breaks the quiet line.";"Un grito ocasional rompe la fila silenciosa."
"14";"A weekly traveler waits with practiced patience.";"Un viajero semanal espera con paciencia practicada."
"15";"A next arrival depends on track repairs.";"Una llegada siguiente depende de reparaciones."
"16";"A permanent sign redirects confused visitors.";"Un letrero permanente redirige a los visitantes confundidos."
"17";"We are going to finalize the annual inspection.";"Vamos a finalizar la inspección anual."
"18";"A daily commuter checks his worn ticket.";"Un pasajero diario revisa su boleto gastado."
"19";"A constant drizzle dampens the waiting area.";"Una llovizna constante humedece el área de espera."
"20";"A monthly pass hangs from her lanyard.";"Un pase mensual cuelga de su cordón."
"21";"I am going to board the final train.";"Voy a abordar el tren final."
