"id","word","answer"
"1","It is next to the cinema.","Está al lado del cine."
"2","It is behind the market.","Está detrás del mercado."
"3","It is in front of the library.","Está enfrente de la biblioteca."
"4","The ruins are far away.","Las ruinas están lejos."
"5","The pharmacy is straight ahead.","La farmacia está todo derecho."
"6","I'd like to reserve a room please.","Quisiera reservar una habitación por favor."
"7","I'm sorry, we're full.","Lo siento, no hay vacantes."
"8","For how many nights?","¿Por cuántas noches?"
"9","How much is it per person?","¿Cuánto cuesta por persona?"
"10","How much is it per night?","¿Cuánto cuesta por noche?"
"11","Is breakfast included?","¿El desayuno está incluido?"
"12","I have a reservation.","Tengo una reserva."
"13","Can I get another towel?","¿Puede darme otra toalla?"
"14","There's no need to change my sheets.","No es necesario que cambie mis sábanas."
"15","Do you have laundry service?","¿Hay servicio de lavandería?"
"16","I'm locked out of my room.","Dejé la llave dentro del cuarto."
"17","The air conditioning doesn't work.","No funciona el aire acondicionado."
"18","This blanket isn't clean.","Esta cobija no está limpia."
"19","Who is it?","¿Quién es?"
"20","Come in.","Pase."
"21","Can you come back later please.","¿Puede volver más tarde, por favor?"
"22","What time is checkout?","¿A qué hora hay que dejar la habitación?"
"23","Can I leave my luggage here?","¿Puedo dejar mis maletas aquí?"
"24","Can you call a taxi for me for 11 o'clock?","¿Me puede pedir un taxi para las once?"
"25","I'm leaving now.","Me voy ahora."
"26","There's a mistake in the bill.","Hay un error en la cuenta."
"27","We had a great stay, thank you.","Tuvimos una estancia muy agradable, gracias."
"28","I'll recommend it to my friends.","Se lo recomendaré a mis amigos."
"29","Where is a supermarket?","¿Dónde hay un supermercado?"
"30","I'm just looking.","Sólo estoy mirando."
"31","I'd like to buy a shirt.","Quisiera comprar una camisa."
"32","How much is this?","¿Cuánto cuesta esto?"
"33","Can I look at it?","¿Puedo verlo?"
"34","Do you have any others?","¿Tiene otros?"
"35","Could I have a bag please?","¿Podría darme una bolsa, por favor?"
"36","I don't need a bag, thanks.","No necesito una bolsa, gracias."
"37","Do you accept credit cards?","¿Aceptan tarjetas de crédito?"
"38","Could I have a receipt please?","¿Podría darme un recibo, por favor?"
"39","That's too expensive.","Es demasiado caroa."
"40","Do you have something cheaper?","¿Tiene also más barato?"
"41","What's your final price?","¿Cuál es su precio final?"
"42","Is there an English language section?","¿Hay alguna sección con material en inglés?"
"43","Do you have a book by Elena Poniatowska?","¿Tiene algún libro de Elena Poniatowska?"
"44","I'd like a map.","Quisiera un mapa."
"45","Can I try it on?","¿Me lo puedo probar?"
"46","It doesn't fit.","No me queda bien."
"47","My size is small.","Soy talla chica."
"48","Can I help you?","¿En qué le puedo servir?"
"49","What would you like?","¿Qué desea?"
"50","No, we don't have any.","No, no tenemos."
"51","Where can I buy papel amate?","¿Dónde puedo comprar papel amate?"
"52","Where is the local internet cafe?","¿Dónde hay un cibercafé por aquí?"
"53","Is there internet access here?","¿Hay acceso al internet aquí?"
"54","I'd like to use a printer.","Quisiera usar una impresora."
"55","How much per hour?","¿Cuánto cuesto per hora?"
"56","I need help with the computer.","Necesito ayuda con la computadora."
"57","What's your phone number?","¿Cuál es su número de teléfono?"
"58","I want to buy a phone card?","Quisiera comprar una tarjeta telefónica."
"59","I want to buy some stamps.","Quisiera comprar unas estampillas."
"60","I want to send a postcard.","Quisiera enviar una postal."
"61","How much is it?","¿Cuánto cuesta esto?"
"62","Can I pay in cash?","¿Puedo pagar en efectivo?"
"63","Where is the nearest ATM?","¿Dónde está el cajero automático más cercano?"
"64","What time does the bank open?","¿A qué hora abre el banco?"
"65","The ATM took my card.","El cajero automático se tragó mi tarjeta."
"66","What is that?","¿Qué es eso?"
"67","How old is it?","¿De cuándo es?"
"68","Could you take a photograph of me?","¿Me puede tomar una foto?"
"69","Can I take a photograph of you?","¿Puedo tomarle una foto?"
"70","Would you like me to take a for you?","¿Quiere que le tome una foto?"
"71","What time does it open?","¿A qué hora abren?"
"72","What time does it close?","¿A qué hora cierran?"
"73","What's the admission charge?","¿Cuánto cuesta la entrada?"
"74","Is there a discount for retirees?","¿Hay descuento para jubilados?"
"75","I need a wheelchair.","Necesito una silla de ruedas."
