"id";"word";"answer"
"1";"Title: The Afternoon Errands";"Los Mandados de la Tarde"
"2";"They look at the list of things to buy.";"Ellos miran la lista de cosas para comprar."
"3";"He shows me the cheapest option.";"Él me muestra la opción más barata."
"4";"I need a new notebook for class.";"Necesito un cuaderno nuevo para la clase."
"5";"You forget your wallet in the car.";"Olvidas tu cartera en el coche."
"6";"We pay at the small counter near the door.";"Pagamos en la ventanita cerca de la puerta."
"7";"She practices her signature for a form.";"Ella practica su firma para un formulario."
"8";"I ask a question about the return policy.";"Pregunto sobre la política de devoluciones."
"9";"They prepare the bags quickly.";"Ellos preparan las bolsas rápido."
"10";"Only a few items remain on the shelf.";"Solo quedan unos cuantos artículos en el estante."
"11";"Next time we are going to remember to bring a bigger bag.";"La próxima vez vamos a recordar traer una bolsa más grande."
