"id";"word";"answer"
"1";"Title: The Music Afternoon";"La Tarde de Música"
"2";"We return to the small music room after lunch.";"Regresamos al cuartito de música después de la comida."
"3";"I revisit an old song I like.";"Vuelvo a visitar una canción vieja que me gusta."
"4";"She finishes her warm‑up quickly.";"Ella termina su calentamiento rápido."
"5";"He plays the piano with soft hands.";"Él toca el piano con manos suaves."
"6";"You drink cold water between songs.";"Tomas agua fría entre canciones."
"7";"They work on a new melody together.";"Ellos trabajan en una melodía nueva juntos."
"8";"I use a small notebook for ideas.";"Uso un cuadernito para ideas."
"9";"More students visit the room to listen.";"Más estudiantes visitan el salón para escuchar."
"10";"Only a few minutes remain before closing.";"Solo quedan unos minutos antes de cerrar."
"11";"Tomorrow we are going to finish the whole song.";"Mañana vamos a terminar toda la canción."
